,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
69855,I,D,MORTGAGE,f,credit_card, 60 months,Verified,< 1 year,524.0,6042.6,15.61
15212,W,D,RENT,f,debt_consolidation, 36 months,Verified,10+ years,574.0,2372.26,16.49
93483,I,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,< 1 year,644.0,5200.0,12.99
41927,E,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,8 years,634.0,3387.04,25.57
4786,I,C,RENT,f,debt_consolidation, 36 months,Verified,9 years,584.0,8498.33,12.99
94357,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,699.0,18450.0,13.35
53841,I,B,MORTGAGE,f,credit_card, 36 months,Not Verified,4 years,584.0,9209.38,11.67
51157,E,C,OWN,f,debt_consolidation, 36 months,Not Verified,3 years,614.0,2875.0,14.49
32207,I,E,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,549.0,784.11,19.52
71218,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,654.0,18000.0,6.49
49733,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,719.0,10000.0,12.99
37217,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,674.0,5406.89,11.67
53640,I,B,RENT,f,credit_card, 36 months,Source Verified,1 year,564.0,11980.84,10.99
44087,I,B,RENT,w,debt_consolidation, 36 months,Not Verified,4 years,584.0,2195.55,11.67
39094,I,E,MORTGAGE,w,debt_consolidation, 36 months,Verified,9 years,574.0,5313.86,19.52
15820,I,F,OWN,w,debt_consolidation, 60 months,Source Verified,7 years,774.0,30000.0,23.99
59771,E,C,RENT,w,credit_card, 36 months,Not Verified,9 years,574.0,6000.0,12.99
72263,W,E,MORTGAGE,w,credit_card, 60 months,Not Verified,6 years,749.0,13500.0,18.99
85348,I,C,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,569.0,6369.65,14.99
29485,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,7 years,714.0,9600.0,14.99
48547,E,C,MORTGAGE,w,credit_card, 36 months,Not Verified,< 1 year,569.0,6808.19,12.99
81866,W,C,RENT,f,other, 36 months,Not Verified,< 1 year,644.0,15000.0,13.98
69935,I,C,MORTGAGE,f,credit_card, 36 months,Source Verified,3 years,584.0,2504.75,14.49
44142,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,5 years,714.0,6000.0,6.49
31432,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,589.0,7187.61,19.99
63921,W,C,RENT,w,credit_card, 60 months,Source Verified,10+ years,549.0,1806.59,14.49
69907,E,A,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,769.0,21000.0,7.69
65653,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,7 years,704.0,8000.0,11.67
75515,E,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,,699.0,9000.0,7.12
89961,I,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,6 years,634.0,15250.0,16.29
76840,I,C,MORTGAGE,w,home_improvement, 36 months,Source Verified,10+ years,534.0,10717.5,12.99
61616,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,779.0,11875.0,16.99
23351,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,9 years,554.0,3194.96,15.59
82736,E,F,OWN,f,debt_consolidation, 36 months,Verified,4 years,499.0,1639.99,24.5
23563,E,E,RENT,f,debt_consolidation, 36 months,Verified,,689.0,4800.0,19.99
96777,I,D,RENT,f,debt_consolidation, 36 months,Verified,4 years,689.0,3750.0,16.99
55027,I,C,OWN,w,credit_card, 36 months,Source Verified,3 years,599.0,560.76,12.99
76304,I,C,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,729.0,30000.0,13.35
58017,E,C,MORTGAGE,w,small_business, 60 months,Not Verified,6 years,579.0,2026.3,14.99
27746,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,579.0,4031.63,16.49
83011,I,D,OWN,w,debt_consolidation, 36 months,Verified,10+ years,534.0,16113.92,16.99
57341,W,E,RENT,w,debt_consolidation, 60 months,Verified,1 year,649.0,4347.12,18.99
65726,E,B,OWN,w,medical, 60 months,Source Verified,9 years,819.0,21000.0,9.17
23331,I,B,RENT,f,debt_consolidation, 36 months,Verified,2 years,704.0,6000.0,11.44
71100,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,1 year,619.0,10000.0,13.98
98677,I,F,OWN,f,other, 36 months,Source Verified,4 years,569.0,1326.22,24.5
30703,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,594.0,2178.17,12.39
13793,E,E,MORTGAGE,w,credit_card, 60 months,Not Verified,2 years,599.0,2514.62,19.99
99084,W,D,MORTGAGE,w,medical, 60 months,Not Verified,10+ years,729.0,11200.0,18.24
22127,E,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,599.0,1616.36,24.5
91844,E,B,OWN,w,vacation, 36 months,Not Verified,7 years,734.0,2000.0,10.99
61499,E,C,RENT,w,credit_card, 36 months,Source Verified,2 years,499.0,2512.14,14.99
56850,E,C,RENT,f,major_purchase, 36 months,Not Verified,8 years,519.0,6960.95,14.99
58960,E,F,MORTGAGE,w,other, 60 months,Source Verified,10+ years,554.0,4275.82,24.99
42518,W,D,RENT,w,debt_consolidation, 60 months,Verified,6 years,594.0,11547.46,17.57
69009,I,C,RENT,w,debt_consolidation, 60 months,Verified,10+ years,599.0,3240.95,12.99
67159,I,A,OWN,w,credit_card, 36 months,Not Verified,10+ years,689.0,12000.0,6.49
46814,I,C,RENT,f,medical, 36 months,Not Verified,3 years,714.0,4000.0,13.35
91345,E,F,OWN,f,other, 36 months,Verified,,519.0,119.95,23.43
13960,I,E,OWN,w,major_purchase, 60 months,Source Verified,6 years,519.0,2876.8,19.24
34997,E,B,RENT,w,debt_consolidation, 36 months,Verified,10+ years,684.0,11500.0,12.49
13508,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,714.0,2500.0,8.67
46529,I,B,RENT,f,credit_card, 36 months,Not Verified,10+ years,679.0,4000.0,10.99
44333,I,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,3 years,674.0,24000.0,16.99
75348,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,639.0,4000.0,12.99
9377,I,C,RENT,f,debt_consolidation, 36 months,Source Verified,6 years,504.0,6000.0,12.99
38909,I,D,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,684.0,25000.0,16.29
78591,I,F,MORTGAGE,f,credit_card, 60 months,Source Verified,7 years,639.0,2947.77,23.43
32804,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,619.0,1027.26,19.52
5998,I,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,569.0,3422.6,13.66
5347,E,F,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,7 years,634.0,7303.25,23.99
65445,E,B,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,10+ years,519.0,629.83,11.67
57111,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,7 years,694.0,8000.0,11.67
43859,W,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,,689.0,4387.76,10.15
61029,I,D,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,584.0,11825.26,16.29
25263,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,< 1 year,784.0,12000.0,15.99
33095,W,B,MORTGAGE,f,other, 36 months,Not Verified,6 years,744.0,8000.0,10.15
753,W,D,RENT,f,debt_consolidation, 36 months,Verified,,514.0,4445.62,15.99
69913,I,A,RENT,f,credit_card, 36 months,Source Verified,2 years,539.0,4991.01,7.69
55455,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,704.0,10000.0,12.99
23406,E,D,RENT,w,other, 36 months,Verified,,729.0,8600.0,15.59
37607,W,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,569.0,4822.98,12.99
85543,W,A,RENT,w,debt_consolidation, 36 months,Not Verified,4 years,744.0,8500.0,6.49
83417,I,G,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,10+ years,624.0,3791.44,26.06
82112,W,D,MORTGAGE,w,credit_card, 60 months,Not Verified,3 years,629.0,638.17,15.61
57872,I,E,RENT,f,debt_consolidation, 36 months,Verified,1 year,604.0,11825.0,20.99
42781,I,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,7 years,704.0,25000.0,6.49
54067,W,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,764.0,13000.0,12.99
13357,W,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,739.0,10000.0,11.99
13677,E,E,RENT,w,other, 60 months,Source Verified,7 years,534.0,9294.98,20.99
13053,I,D,RENT,f,small_business, 36 months,Source Verified,4 years,714.0,19999.99,16.49
45327,W,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,694.0,35000.0,14.49
24601,I,A,RENT,f,credit_card, 36 months,Not Verified,2 years,719.0,7200.0,6.49
86408,E,E,RENT,w,debt_consolidation, 60 months,Source Verified,6 years,669.0,18900.0,20.2
20122,I,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,724.0,8225.0,12.39
19614,E,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,534.0,9834.98,6.49
63316,W,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,3 years,539.0,1123.21,23.43
95893,W,D,RENT,w,credit_card, 60 months,Source Verified,1 year,554.0,2668.58,16.29
1851,W,F,RENT,f,debt_consolidation, 60 months,Source Verified,4 years,499.0,3092.1,22.99
5188,I,C,OWN,w,credit_card, 60 months,Source Verified,5 years,809.0,15000.0,12.99
88756,I,C,OWN,f,debt_consolidation, 36 months,Source Verified,10+ years,499.0,5339.69,13.98
67119,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,9 years,819.0,8000.0,6.03
59112,I,B,RENT,f,debt_consolidation, 36 months,Verified,< 1 year,609.0,13739.16,12.49
91037,E,G,MORTGAGE,w,debt_consolidation, 60 months,Verified,2 years,524.0,3273.69,25.99
4173,I,C,RENT,f,debt_consolidation, 60 months,Not Verified,9 years,724.0,13000.0,12.99
10620,W,C,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,574.0,4953.02,14.31
85411,W,A,RENT,f,credit_card, 36 months,Verified,10+ years,504.0,1242.81,6.49
37900,I,C,RENT,f,credit_card, 36 months,Verified,,499.0,5412.18,13.35
47957,I,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,5 years,599.0,832.84,15.61
12950,I,C,MORTGAGE,w,other, 36 months,Not Verified,10+ years,719.0,2500.0,14.31
44973,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,624.0,8983.97,7.69
63260,W,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,694.0,12000.0,7.69
66177,E,D,RENT,f,debt_consolidation, 36 months,Verified,2 years,704.0,10000.0,16.99
23926,I,E,RENT,w,debt_consolidation, 60 months,Verified,2 years,584.0,5453.02,19.99
73773,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,4 years,674.0,12000.0,10.15
66596,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,534.0,5975.0,10.99
16225,W,D,RENT,f,credit_card, 36 months,Verified,3 years,639.0,7796.94,15.59
43736,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,,724.0,16000.0,7.69
50908,I,B,OWN,f,debt_consolidation, 36 months,Source Verified,10+ years,559.0,13659.01,11.67
48327,I,B,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,534.0,6937.85,11.67
36754,E,G,RENT,f,house, 60 months,Verified,10+ years,544.0,2379.63,26.06
65920,E,E,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,529.0,3528.26,20.2
5491,E,A,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,644.0,1934.08,8.19
38388,I,D,RENT,w,debt_consolidation, 36 months,Verified,5 years,684.0,8450.0,15.61
56041,I,D,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,719.0,25000.0,15.61
8266,E,E,MORTGAGE,f,major_purchase, 36 months,Verified,2 years,519.0,41.95,18.54
82276,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,659.0,20000.0,11.67
45483,I,C,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,544.0,3029.87,14.99
89456,E,C,RENT,w,debt_consolidation, 60 months,Verified,10+ years,544.0,4747.62,14.99
79874,E,B,MORTGAGE,w,other, 36 months,Not Verified,1 year,674.0,1967.51,10.15
79511,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,734.0,17000.0,6.03
64758,E,A,MORTGAGE,f,credit_card, 36 months,Source Verified,6 years,704.0,5600.0,8.39
45296,I,B,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,554.0,10328.44,10.99
15066,E,D,RENT,f,major_purchase, 36 months,Not Verified,3 years,529.0,5000.0,17.14
36323,E,C,RENT,f,major_purchase, 36 months,Source Verified,,739.0,5000.0,13.35
48692,I,D,RENT,w,credit_card, 60 months,Source Verified,< 1 year,579.0,3382.25,18.24
30654,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,5 years,614.0,5000.0,12.39
54237,W,A,RENT,w,debt_consolidation, 36 months,Not Verified,5 years,754.0,7000.0,7.12
18945,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,7 years,549.0,13623.62,15.59
59408,I,D,RENT,w,credit_card, 60 months,Source Verified,1 year,644.0,2842.67,17.57
96114,I,B,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,689.0,10000.0,10.15
91922,I,B,OWN,f,credit_card, 36 months,Verified,,599.0,9000.0,10.99
86208,I,D,OWN,f,credit_card, 36 months,Verified,< 1 year,499.0,1044.87,17.57
29474,I,C,MORTGAGE,w,other, 36 months,Source Verified,2 years,614.0,6000.0,13.66
49115,I,C,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,724.0,11000.0,12.99
84175,I,C,OWN,f,credit_card, 60 months,Not Verified,10+ years,704.0,15000.0,13.35
3328,I,C,MORTGAGE,f,credit_card, 36 months,Not Verified,< 1 year,509.0,1719.39,12.99
45052,W,C,RENT,f,debt_consolidation, 36 months,Not Verified,3 years,684.0,5000.0,13.35
63361,I,A,RENT,w,credit_card, 36 months,Source Verified,10+ years,764.0,9500.0,7.69
10187,I,B,OWN,w,credit_card, 60 months,Source Verified,10+ years,719.0,11775.0,11.99
13393,E,E,RENT,w,debt_consolidation, 60 months,Verified,5 years,539.0,593.81,20.99
16938,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,594.0,16735.57,6.49
34512,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,804.0,1990.11,7.69
40960,I,B,MORTGAGE,w,credit_card, 60 months,Source Verified,< 1 year,554.0,9075.3,9.17
34775,E,E,MORTGAGE,f,other, 36 months,Verified,< 1 year,499.0,35000.0,18.99
11284,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,,584.0,958.13,15.59
40538,I,C,OWN,w,other, 36 months,Verified,,699.0,5000.0,14.49
69639,E,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,4 years,549.0,1471.97,18.24
39871,I,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,6 years,574.0,6591.96,12.49
21238,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,704.0,8000.0,12.99
98704,E,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,,539.0,10409.09,13.35
13788,E,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,1 year,569.0,6412.23,11.44
32599,I,C,OWN,w,small_business, 36 months,Source Verified,5 years,644.0,3000.0,13.98
6353,I,G,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,10+ years,589.0,1019.66,25.8
49615,I,D,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,499.0,6132.66,16.29
40663,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,4 years,519.0,7703.45,14.49
99462,W,B,MORTGAGE,w,home_improvement, 36 months,Not Verified,7 years,779.0,5000.0,12.49
15707,I,E,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,9 years,679.0,9275.0,18.54
22003,E,D,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,519.0,9002.55,17.86
60000,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,3 years,514.0,7025.11,12.49
18095,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,,694.0,8400.0,13.66
4388,W,B,MORTGAGE,w,home_improvement, 60 months,Source Verified,4 years,644.0,0.0,11.44
48611,I,A,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,704.0,25000.0,8.39
79910,I,A,OWN,w,other, 36 months,Not Verified,10+ years,699.0,6500.0,8.39
23464,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,504.0,2114.29,12.99
82001,W,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,559.0,3826.42,13.35
35595,W,A,RENT,w,debt_consolidation, 36 months,Not Verified,2 years,809.0,10000.0,6.49
71356,I,E,OWN,f,debt_consolidation, 36 months,Verified,3 years,649.0,416.09,20.2
81682,I,F,OWN,w,home_improvement, 60 months,Verified,3 years,504.0,15850.0,23.43
29508,E,C,RENT,f,other, 36 months,Not Verified,,624.0,5000.0,14.31
69732,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,9 years,594.0,2029.43,13.98
35569,E,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,,724.0,6000.0,11.67
96143,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,2 years,499.0,3340.96,19.52
2880,W,C,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,644.0,1385.15,14.99
11945,E,B,OWN,w,home_improvement, 36 months,Source Verified,10+ years,499.0,8667.48,10.49
96440,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,629.0,12000.0,13.35
72322,W,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,7 years,709.0,20000.0,11.67
7442,I,D,OWN,f,debt_consolidation, 36 months,Source Verified,4 years,654.0,1904.93,17.86
38593,W,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,3 years,694.0,4000.0,13.35
95479,I,B,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,3 years,564.0,6767.5,12.49
68650,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,559.0,752.47,13.98
34037,W,C,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,524.0,2913.2,12.99
25135,E,B,RENT,w,debt_consolidation, 60 months,Source Verified,9 years,634.0,8381.59,11.44
17598,E,B,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,744.0,20000.0,11.99
11419,W,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,2 years,544.0,1816.7,11.44
66173,I,D,RENT,f,debt_consolidation, 36 months,Verified,10+ years,609.0,14975.0,16.99
85175,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,,499.0,2980.44,15.61
72378,E,C,OWN,f,debt_consolidation, 36 months,Verified,,609.0,7375.07,13.35
84119,W,C,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,599.0,5966.34,13.98
75315,E,C,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,629.0,943.86,14.49
41389,E,C,RENT,w,major_purchase, 36 months,Verified,,509.0,1381.64,14.49
93050,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,804.0,22500.0,6.03
94543,E,B,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,579.0,5879.56,12.49
74493,E,F,RENT,f,debt_consolidation, 60 months,Verified,10+ years,619.0,1081.15,23.43
89550,I,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,699.0,8000.0,14.99
53102,I,B,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,739.0,20000.0,11.67
51253,E,E,MORTGAGE,w,other, 36 months,Verified,4 years,689.0,7800.0,19.52
68093,W,B,OWN,f,credit_card, 36 months,Source Verified,2 years,684.0,5000.0,12.49
68120,E,E,RENT,f,debt_consolidation, 60 months,Source Verified,< 1 year,544.0,2983.96,20.99
24999,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,574.0,1815.22,12.39
91066,E,F,RENT,f,moving, 36 months,Not Verified,10+ years,594.0,487.03,24.99
7361,E,F,RENT,w,debt_consolidation, 60 months,Verified,< 1 year,559.0,6714.57,22.99
1490,E,C,RENT,f,credit_card, 36 months,Not Verified,8 years,749.0,4500.0,12.39
15700,E,D,OWN,f,debt_consolidation, 60 months,Not Verified,10+ years,594.0,4132.73,17.86
83626,I,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,684.0,10000.0,20.2
93988,I,B,RENT,f,vacation, 36 months,Not Verified,10+ years,679.0,3000.0,12.49
96697,I,A,OWN,f,credit_card, 36 months,Source Verified,8 years,774.0,28000.0,7.12
98186,W,D,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,694.0,2700.0,16.99
93705,E,C,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,544.0,7539.46,14.99
74105,W,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,804.0,35000.0,18.99
36464,E,E,RENT,f,small_business, 36 months,Verified,8 years,564.0,11279.12,18.99
84394,I,B,OWN,f,debt_consolidation, 36 months,Not Verified,8 years,704.0,15000.0,9.17
28712,I,B,MORTGAGE,f,credit_card, 36 months,Verified,10+ years,719.0,30000.0,8.67
58728,E,C,RENT,f,debt_consolidation, 36 months,Not Verified,5 years,499.0,563.83,12.99
47617,E,C,OWN,w,credit_card, 36 months,Verified,,529.0,8375.99,13.98
73905,I,D,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,3 years,599.0,4827.1,16.29
62324,W,A,MORTGAGE,w,home_improvement, 36 months,Source Verified,10+ years,684.0,18000.0,7.12
55458,I,B,MORTGAGE,w,credit_card, 60 months,Source Verified,1 year,729.0,20000.0,9.17
84492,I,D,OWN,f,debt_consolidation, 36 months,Source Verified,3 years,539.0,3023.41,18.24
3775,W,C,OWN,w,credit_card, 36 months,Source Verified,10+ years,564.0,9442.63,14.99
17239,E,C,RENT,f,debt_consolidation, 36 months,Not Verified,9 years,594.0,4800.0,14.99
7902,I,B,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,769.0,3663.53,11.44
76584,E,C,RENT,f,credit_card, 60 months,Source Verified,7 years,539.0,5660.16,13.35
94981,W,B,RENT,w,debt_consolidation, 36 months,Not Verified,1 year,709.0,8000.0,11.67
70566,I,B,OWN,f,debt_consolidation, 36 months,Verified,10+ years,714.0,10000.0,12.49
18959,E,C,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,639.0,4569.8,12.39
46970,I,E,OWN,w,debt_consolidation, 60 months,Source Verified,9 years,554.0,1019.65,22.15
41529,E,E,RENT,w,credit_card, 36 months,Not Verified,10+ years,514.0,776.11,20.2
